collection_time,observation_time,name,namespace,cpu_usage,memory_usage,network_usage,instance,wattage_kepler_new,wattage_kepler,wattage_scaph
2026-01-22 17:43:02,2026-01-22 17:43:00,teastore-persistence-0,teastore,1.269947491417057,185.62616888888886,0.04141278693204053,gisele,3.8285868999999995,9.5778,0.0
2026-01-22 17:43:02,2026-01-22 17:43:00,loadgenerator,teastore,0.024216705245923575,24.027135999999995,0.016307089079614548,ise-knode3,0.0,0.0,0.0
2026-01-22 17:43:02,2026-01-22 17:43:00,teastore-webui-0,teastore,2.6002759833643694,475.0304142222222,0.014995782631039479,gisele,3.8326153000000014,9.394500000000004,0.0
2026-01-22 17:43:02,2026-01-22 17:43:00,teastore-image-0,teastore,0.28784633028378687,339.06427345454546,0.0005429925712137297,gisele,0.23753119999999922,0.7263000000000027,0.0
2026-01-22 17:43:02,2026-01-22 17:43:00,teastore-recommender-0,teastore,0.28550144021760876,238.0782933333333,0.00036903864827808695,gisele,0.3072518000000007,1.0248000000000004,0.0
2026-01-22 17:43:02,2026-01-22 17:43:00,teastore-image-1,teastore,0.12475853656650138,557.7966933333333,0.0005176229484512251,sm-gpu,1.0866861,4.394100000000001,0.0
2026-01-22 17:43:02,2026-01-22 17:43:00,teastore-auth-1,teastore,1.1730686904734817,401.3581653333334,0.0015644669011032307,sm-gpu,0.8457447000000002,3.192,0.0
2026-01-22 17:43:02,2026-01-22 17:43:00,teastore-auth-0,teastore,0.8009850021156344,250.49975466666666,0.002981804274859597,gisele,1.5707323999999994,3.3402000000000003,0.0
2026-01-22 17:43:02,2026-01-22 17:43:00,teastore-db-0,teastore,0.11021364089497457,22.670848000000003,0.04728379119340271,gisele,0.004314100000000032,0.011399999999999676,0.0
2026-01-22 17:43:02,2026-01-22 17:43:00,teastore-webui-1,teastore,1.302315083581703,599.9342933333332,0.012529038398331648,gisele,1.7992602999999996,5.116200000000004,0.0
